1591122678644,4878,SaldosLotus_235
1591122681144,6861,SaldosLotus_235
1591122683524,5281,SaldosLotus_236
1591122688007,3822,SaldosLotus_236
1591122688807,5156,SaldosLotus_235
1591122691830,4282,SaldosLotus_235
1591122693964,3984,SaldosLotus_236
1591122696114,4564,SaldosLotus_236
